subject,customer_name,email_input,email_reply,category,tone,priority
Login Issue,Member,My order has not been delivered yet.,Our support team will assist you shortly with your account issue.,Delivery,Polite,Medium
Payment Problem,Client,I am facing payment issues.,Our support team will assist you shortly with your account issue.,Billing,Polite,High
Account Support,Customer,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,Technical,Formal,Medium
Payment Problem,Customer,When will my refund be processed?,Please provide more details so we can assist you with the payment issue.,Refund,Polite,High
Order Delay,Member,My order has not been delivered yet.,Our support team will assist you shortly with your account issue.,Technical,Formal,High
Account Support,User,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,Refund,Polite,High
Order Delay,Customer,My order has not been delivered yet.,Your refund is being processed and will be completed within 5-7 business days.,Technical,Formal,Medium
Refund Request,Member,I am facing payment issues.,Please provide more details so we can assist you with the payment issue.,Technical,Formal,Low
Order Delay,Client,I need help with my account.,Please provide more details so we can assist you with the payment issue.,General,Formal,Low
Account Support,Member,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,Refund,Polite,Medium
Order Delay,User,I need help with my account.,Please provide more details so we can assist you with the payment issue.,Delivery,Formal,Medium
Payment Problem,Member,My order has not been delivered yet.,Your refund is being processed and will be completed within 5-7 business days.,General,Formal,Low
Payment Problem,Customer,I need help with my account.,Thank you for reaching out. Please reset your password using the provided link.,General,Polite,Medium
Payment Problem,Customer,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,Billing,Formal,Low
Refund Request,Member,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,Delivery,Formal,High
Order Delay,User,I am facing payment issues.,We apologize for the delay. Our team is checking your order status.,Technical,Formal,Low
Order Delay,Customer,I am facing payment issues.,Our support team will assist you shortly with your account issue.,Delivery,Polite,High
Order Delay,User,When will my refund be processed?,Thank you for reaching out. Please reset your password using the provided link.,Delivery,Polite,High
Account Support,Member,When will my refund be processed?,Please provide more details so we can assist you with the payment issue.,Delivery,Polite,Medium
Refund Request,Customer,I am unable to login to my account.,Please provide more details so we can assist you with the payment issue.,Refund,Polite,Low
Order Delay,Member,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,Refund,Polite,Low
Order Delay,Customer,I am facing payment issues.,Please provide more details so we can assist you with the payment issue.,Billing,Formal,Low
Payment Problem,Client,My order has not been delivered yet.,Your refund is being processed and will be completed within 5-7 business days.,Billing,Polite,Medium
Login Issue,Client,I am facing payment issues.,We apologize for the delay. Our team is checking your order status.,General,Polite,Medium
Payment Problem,Customer,My order has not been delivered yet.,We apologize for the delay. Our team is checking your order status.,General,Formal,Low
Payment Problem,Member,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Delivery,Polite,Medium
Payment Problem,Member,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Billing,Polite,High
Payment Problem,Customer,I need help with my account.,Your refund is being processed and will be completed within 5-7 business days.,Delivery,Polite,High
Order Delay,Customer,I am unable to login to my account.,Please provide more details so we can assist you with the payment issue.,General,Polite,Low
